text,final agreed label,is_synthetic
"You can choose to lace up your running shoes tomorrow morning, or you can choose to rest, because you are the expert on what your body needs.",Emphasize Autonomy,True
"Ultimately, you are the one who has to live with the consequences of using, so you are the only one who can decide if the risk is still worth it.",Emphasize Autonomy,True
"Setting a boundary with your family might feel uncomfortable, but you are the only one who can decide where to draw that line.",Emphasize Autonomy,True
"I am here to share ideas with you, but you are the sole judge of which strategies actually fit into your daily life.",Emphasize Autonomy,True
How you manage your finances and where you choose to cut back is a personal decision that only you can direct.,Emphasize Autonomy,True
You have the absolute freedom to decide whether to take on this new project or to protect your weekends for your own well-being.,Emphasize Autonomy,True
"It is entirely up to you to determine what a healthy weight looks and feels like for your own body, regardless of what others expect.",Emphasize Autonomy,True
"You know your children better than anyone else, so the way you choose to discipline them is a decision only you can navigate.",Emphasize Autonomy,True
You get to decide how much of your evening you want to give away to your phone and when it is time to put it down.,Emphasize Autonomy,True
Whether you want to aim for an A in this course or just do enough to get by is a personal choice that rests in your hands.,Emphasize Autonomy,True
"Taking this medication is a choice that remains in your hands, and you are the one who gets to weigh the benefits against the side effects.",Emphasize Autonomy,True
"You are under no obligation to forgive them today, or ever, unless you decide that doing so serves your own healing.",Emphasize Autonomy,True
"At the end of the day, you are the author of your own story, and you get to write the next chapter exactly how you see fit.",Emphasize Autonomy,True
"Ultimately, you are the one who decides what goes on your plate and how you want to fuel your body.",Emphasize Autonomy,True
Whether you decide to put out that last cigarette today or keep smoking is entirely your call to make.,Emphasize Autonomy,True
You get to choose how much of yourself you want to invest in this relationship moving forward.,Emphasize Autonomy,True
It is completely up to you to determine if staying at this job is worth the toll it is taking on you.,Emphasize Autonomy,True
"I am here to support you, but you are the only one who can decide to take that first step toward cutting back on drinking.",Emphasize Autonomy,True
"You are the driver here, so you decide how much time you want to dedicate to your studies this semester.",Emphasize Autonomy,True
"The power to change your daily routine rests entirely in your hands, whenever you feel ready for it.",Emphasize Autonomy,True
"You know your body best, so you get to set the pace for how you want to approach your fitness goals.",Emphasize Autonomy,True
Only you can decide where to draw the boundary between your professional life and your personal peace.,Emphasize Autonomy,True
"You are the absolute expert on your own life, so you decide if quitting smoking fits into your plans right now.",Emphasize Autonomy,True
It is your choice whether you want to address this conflict with your partner or let it sit for a while.,Emphasize Autonomy,True
"You have the steering wheel in your hands, and you get to choose which direction we take this conversation.",Emphasize Autonomy,True
"If you decide that social drinking is still something you want to keep in your life, that is your decision to make.",Emphasize Autonomy,True
Only you can weigh the pros and cons and decide if pursuing this degree is the right path for your future.,Emphasize Autonomy,True
"You are the boss of your own lifestyle changes, and no one else can dictate how you manage your health.",Emphasize Autonomy,True
"We can explore many options here, but you are the one who chooses which tools actually work for you.",Emphasize Autonomy,True
You are in complete control of how you allocate your energy between your career and your family.,Emphasize Autonomy,True
It is entirely up to you to decide if this habit is still serving you or if it is time to let it go.,Emphasize Autonomy,True
"No one else can live your life for you, so you must decide what kind of people you want to surround yourself with.",Emphasize Autonomy,True
"You can choose to start this journey today, tomorrow, or not at all, as the choice belongs solely to you.",Emphasize Autonomy,True
"At the end of the day, you are the one who decides whether to light that cigarette or put it out, and no one else can make that choice for you.",Emphasize Autonomy,True
"It is entirely up to you to decide when you feel ready to change your eating habits, and you shouldn't let anyone else pressure you into it.",Emphasize Autonomy,True
"You have the absolute right to choose whether to have a drink tonight or to try something different, as you are the boss of your own recovery.",Emphasize Autonomy,True
"It’s your life and your relationship, so whether you decide to stay and work through it or walk away is completely your call.",Emphasize Autonomy,True
"You can choose to open those books tonight or take a break, because you are the one who knows what your mind and body need right now.",Emphasize Autonomy,True
"No one can force you to stay in a job that drains you, and only you can decide when the time is right to look for something new.",Emphasize Autonomy,True
"If you decide that smoking is still serving a purpose for you right now, then that is your choice to make, and I respect that.",Emphasize Autonomy,True
"You are in the driver's seat here, so if you want to keep drinking at your current pace or cut back, the steering wheel is in your hands.",Emphasize Autonomy,True
"Ultimately, you get to decide what you put into your body and how you treat it, regardless of what your family or friends think you should do.",Emphasize Autonomy,True
"No matter what advice people give you about your partner, you are the only one who has to live your life, so the final decision is yours.",Emphasize Autonomy,True
"You have the power to set boundaries at your workplace, and it is entirely up to you to decide how much of yourself you want to give to that company.",Emphasize Autonomy,True
"It is your future career on the line, so you get to decide how much effort you want to invest in this degree.",Emphasize Autonomy,True
"I can share information with you, but you are the expert on your own life, so you decide what fits and what doesn't.",Emphasize Autonomy,True
"You might choose to continue smoking because it helps you cope with stress, and that is a choice only you can make.",Emphasize Autonomy,True
You don't have to follow any strict diet plan unless you decide it actually works for your lifestyle and makes you feel good.,Emphasize Autonomy,True
"Even if everyone around you is drinking, you still hold the ultimate power to decide what goes into your cup.",Emphasize Autonomy,True
"If you decide that you aren't ready to leave this relationship yet, that is your prerogative and nobody else's business.",Emphasize Autonomy,True
"You are free to say no to extra projects at work if you feel it's too much, because protecting your mental health is your choice.",Emphasize Autonomy,True
"Whether you study for the exam today or decide to face the consequences of waiting, you are the one in control of your time.",Emphasize Autonomy,True
"No one else can live your life for you, which means every decision about your health and happiness starts and ends with you.",Emphasize Autonomy,True
"At the end of the day, whether you decide to pour that drink tonight or leave it on the shelf is entirely your call.",Emphasize Autonomy,True
"You cannot force him to understand your perspective, but you have absolute control over how much of your peace you want to sacrifice for this relationship.",Emphasize Autonomy,True
"I can share the health risks with you, but you are the only one who gets to decide if holding onto that cigarette is still worth it to you.",Emphasize Autonomy,True
"It is your body, so you get to decide which nutritional changes feel manageable and which ones you want to completely discard.",Emphasize Autonomy,True
"You are the author of your career path, and if staying in this stressful job feels like the right choice for now, that is a decision I will respect.",Emphasize Autonomy,True
"No one can force you to open those books, so it is really about deciding for yourself what kind of future you want to build with your study habits.",Emphasize Autonomy,True
The beauty of this process is that you do not have to change a single thing unless you truly want to.,Emphasize Autonomy,True
"You are under no obligation to fix your family's problems, and you have the right to choose how much distance you need to protect your own well-being.",Emphasize Autonomy,True
"Even when everyone around you is raising a glass, the choice of what goes into your body remains exclusively yours.",Emphasize Autonomy,True
"You get to set the boundaries that work for you, even if others might be disappointed by your decision to put yourself first.",Emphasize Autonomy,True
"If you decide that now is not the right time to quit smoking, that is your choice to make, and we will only focus on what you feel ready for.",Emphasize Autonomy,True
"You are in the driver's seat of your health journey, and you get to set the pace that feels safe and comfortable for you.",Emphasize Autonomy,True
Only you can decide where to draw the line between your professional obligations and your need for rest.,Emphasize Autonomy,True
"I am here to guide you, but you are the one holding the steering wheel and deciding which direction to take this recovery.",Emphasize Autonomy,True
"You are the ultimate expert on your own life, and no one else can truly know what is best for your future.",Emphasize Autonomy,True
Whether you choose to pursue this degree or take a completely different path is a decision that rests entirely in your hands.,Emphasize Autonomy,True
You have the power to decide who gets access to your energy and how much of yourself you are willing to give away to others.,Emphasize Autonomy,True
"I am not here to police what you eat, because you are the only one who can decide what relationship with food makes you feel healthy.",Emphasize Autonomy,True
It is your choice whether you want to push yourself through a workout today or simply give yourself permission to rest.,Emphasize Autonomy,True
"Whatever step you choose to take next, or even if you choose to stay exactly where you are, the decision is completely yours.",Emphasize Autonomy,True
It is entirely up to you whether you decide to pick up another cigarette or put the pack away for good.,Emphasize Autonomy,True
"You are the one in control of what goes on your plate, so you get to decide which nutritional goals actually fit your life.",Emphasize Autonomy,True
"Only you can determine if staying in this relationship is healthy for you, and I will support whatever choice you make.",Emphasize Autonomy,True
I cannot make you cut back on your drinking; that is a decision that rests solely in your hands.,Emphasize Autonomy,True
"How much effort you put into preparing for this exam is your call, and you get to weigh the pros and cons of how you use your time.",Emphasize Autonomy,True
You have the final say on whether you want to apply for that new job or stay in your current role where things are familiar.,Emphasize Autonomy,True
"Whether you want to make a change today, next month, or not at all is completely your choice.",Emphasize Autonomy,True
"You are the expert on your own life, so you decide how much boundaries you need to set with your family.",Emphasize Autonomy,True
"If you decide that waking up early to exercise is not realistic for you, we can look at other options or drop it entirely.",Emphasize Autonomy,True
"You are the driver in this process, and I am just here to help navigate; you choose the direction we go.",Emphasize Autonomy,True
"If you decide to go to the social event and have a drink, that is your choice, just as it is your choice to stay sober.",Emphasize Autonomy,True
"You get to decide how to prioritize your own well-being, even if people around you are pushing you to put their needs first.",Emphasize Autonomy,True
How you manage your heavy workload and set boundaries with your boss is entirely under your control.,Emphasize Autonomy,True
"It is your body and your health, so only you can determine if quitting smoking is worth the effort right now.",Emphasize Autonomy,True
"You have the power to choose how you respond to their messages, and you do not have to reply at all if you feel it is not best for you.",Emphasize Autonomy,True
"No one can force you to change your eating habits, so you have to decide if this lifestyle change is something you actually want.",Emphasize Autonomy,True
"You are free to decide how you want to manage your academic future, even if that means taking a break for a semester to recharge.",Emphasize Autonomy,True
"We can talk about whatever you feel ready to discuss today, as you are the one steering this therapy session.",Emphasize Autonomy,True
"Ultimately, you are the one who has to live with your career path, so you must decide what step feels right for you next.",Emphasize Autonomy,True
"You can choose to practice these new coping strategies we discussed, or you can decide they do not work for you and we can try something else.",Emphasize Autonomy,True
It is entirely your decision whether you pour that next drink or leave the bottle closed.,Emphasize Autonomy,True
"You hold the steering wheel of your career, and you get to decide if it is time to change lanes.",Emphasize Autonomy,True
"Nobody else lives in your skin, so you are the only one who gets to write the rules for your life.",Emphasize Autonomy,True
You have the power to decide who stays in your life and who no longer gets a front-row seat.,Emphasize Autonomy,True
I cannot make you quit smoking; that is a choice only you can make for your own lungs.,Emphasize Autonomy,True
"Your body belongs to you, and every single meal is a personal choice you get to make.",Emphasize Autonomy,True
Whether you open those books tonight or do something else is completely up to you.,Emphasize Autonomy,True
"You are the author of your next chapter, whether you want it to look like the last one or be completely different.",Emphasize Autonomy,True
"You get to choose how you want to handle this pain, and no one can force a solution on you.",Emphasize Autonomy,True
"You are in complete control of how you treat your body, starting with whether you walk out that door today.",Emphasize Autonomy,True
"If you decide to set a boundary with them, that is your right, and you don't need anyone's permission.",Emphasize Autonomy,True
You have the ultimate say on how much of yourself you give to that job before you say enough is enough.,Emphasize Autonomy,True
"The choice to step away from that lifestyle is waiting for you, but only when you decide you are ready.",Emphasize Autonomy,True
"You are free to fail, free to succeed, and entirely free to choose which one you are aiming for today.",Emphasize Autonomy,True
"Light up or throw the pack away; either way, you are the one making the call.",Emphasize Autonomy,True
"You get to decide what a healthy weight looks like for you, not the society around you.",Emphasize Autonomy,True
You are not obligated to live the life your parents planned for you if you want to build your own path.,Emphasize Autonomy,True
"If you want to drop this major and start over, that is a choice you are fully allowed to make.",Emphasize Autonomy,True
"Your sobriety is your own creation, and you get to decide how to build it day by day.",Emphasize Autonomy,True
You have the absolute freedom to make your own mistakes and learn from them on your own terms.,Emphasize Autonomy,True
Whether you decide to cut back on your drinking or keep things exactly as they are is entirely your call.,Emphasize Autonomy,True
You are the only one who can decide if today is the day to put out that last cigarette.,Emphasize Autonomy,True
"If you want to stop studying and take a break for a semester, that is a choice only you can make.",Emphasize Autonomy,True
It is completely up to you whether you want to give him another chance or walk away for good.,Emphasize Autonomy,True
"You are the expert on your own body, so you get to choose which foods make you feel best.",Emphasize Autonomy,True
"If you decide this job is too stressful, you are free to walk out the door tomorrow.",Emphasize Autonomy,True
We don't have to talk about your childhood today if you prefer to focus on something else.,Emphasize Autonomy,True
"You can try the medication for a week, or you can decide it is not for you and stop taking it.",Emphasize Autonomy,True
It is your call whether you want to start going to the gym or find another way to stay active.,Emphasize Autonomy,True
"You get to set the pace here, so let me know if you want to slow down or speed things up.",Emphasize Autonomy,True
"If you decide that smoking weed is still working for you, nobody can force you to quit.",Emphasize Autonomy,True
"You have the right to set boundaries with your mother, or to keep things as they are if that feels safer.",Emphasize Autonomy,True
"Ultimately, you are the one who decides how to spend your weekends, even if others are making demands on your time.",Emphasize Autonomy,True
"If you want to spend the whole weekend in bed recharging, that is your prerogative.",Emphasize Autonomy,True
"At the end of the day, how you spend your hard-earned money is your business.",Emphasize Autonomy,True
"You can choose to tell your boss how you really feel, or you can keep your thoughts to yourself.",Emphasize Autonomy,True
"You are the one driving this bus, so you get to decide which way we go in these sessions.",Emphasize Autonomy,True
It is entirely up to you how you react the next time your partner provokes you.,Emphasize Autonomy,True
"Even if everyone around you is pushing for you to change, the final decision rests solely with you.",Emphasize Autonomy,True
"You can delete the social media apps tonight, or you can keep scrolling; you are the one in control of your screen time.",Emphasize Autonomy,True
Whether you decide to cut back on your drinking or keep things exactly as they are is entirely up to you.,Emphasize Autonomy,True
You are the only one who can decide if staying at this stressful job is worth the toll it takes on your physical health.,Emphasize Autonomy,True
You have the ultimate power to set clear boundaries with your partner or to let things continue as they have been.,Emphasize Autonomy,True
"It is your body, so you get to choose which dietary changes feel manageable and which ones you want to skip.",Emphasize Autonomy,True
"You can choose to dedicate more time to your studies, or you can decide that other areas of your life need your attention right now.",Emphasize Autonomy,True
Nobody can force you to put out that cigarette; that choice is completely in your hands.,Emphasize Autonomy,True
"You are in the driver's seat here, and you get to decide the pace at which we move forward.",Emphasize Autonomy,True
"You can choose to forgive your family members, or you can choose to keep your distance to protect your own peace of mind.",Emphasize Autonomy,True
You have the right to decide how much energy you want to invest in this process and what goals we focus on.,Emphasize Autonomy,True
You get to determine whether incorporating daily exercise fits into your life right now or if it feels like too much of a burden.,Emphasize Autonomy,True
It is entirely your decision whether to accept this new professional responsibility or prioritize having more free time.,Emphasize Autonomy,True
"I am here to support you, but the decision to stop using substances is a choice that only you can make.",Emphasize Autonomy,True
"You are in control of your finances, and you get to decide which expenses are worth keeping and which ones to cut.",Emphasize Autonomy,True
"You can choose to delete those social media apps to reclaim your focus, or you can choose to keep using them.",Emphasize Autonomy,True
"When your coworker provokes you, you are the one who decides how to react, or whether to react at all.",Emphasize Autonomy,True
You get to decide if changing your nighttime routine is worth the daily effort it takes to get better sleep.,Emphasize Autonomy,True
"You have the freedom to say no to other people's demands, just as you have the freedom to agree to them.",Emphasize Autonomy,True
"Ultimately, you are the expert on your own life, so you decide whether pursuing this medical treatment is the right path for you.",Emphasize Autonomy,True
"You can choose to start working on your business plan today, or you can choose to wait until you feel more prepared.",Emphasize Autonomy,True
You have the absolute right to decide who gets to be a part of your life and who no longer deserves your time.,Emphasize Autonomy,True
Whether you decide to cut back on your drinking or keep things exactly as they are right now is entirely your call.,Emphasize Autonomy,True
No one else can force you to walk away from the bar; that choice rests completely in your hands.,Emphasize Autonomy,True
You are the only person who can decide if today is the day you put down the cigarettes for good.,Emphasize Autonomy,True
"I can offer tools, but you are the driver here, and you get to choose if and when you want to change your smoking habits.",Emphasize Autonomy,True
"You can't control how your partner reacts to your boundaries, but you have full authority over how you protect your own peace.",Emphasize Autonomy,True
It is up to you to decide who deserves a place in your life and how much energy you want to invest in this relationship.,Emphasize Autonomy,True
"You cannot change their behavior, but you hold the power to decide how much of it you are willing to tolerate.",Emphasize Autonomy,True
Only you can weigh the pros and cons of staying at your current job versus taking the leap into a new career path.,Emphasize Autonomy,True
"You are the author of your career, and you get to decide if this workplace environment still serves your personal growth.",Emphasize Autonomy,True
"What you choose to put on your plate tonight is a decision that belongs solely to you, free of anyone else's judgment.",Emphasize Autonomy,True
"You are in complete control of your body, and only you can decide what kind of relationship you want to have with food.",Emphasize Autonomy,True
"You get to set the pace for your physical health goals, whether that means starting tomorrow or taking a step back to re-evaluate.",Emphasize Autonomy,True
"Ultimately, you are the one who has to sit down and do the studying, so you get to decide how to manage your time and energy.",Emphasize Autonomy,True
You have the ultimate say on whether continuing your education is worth the sacrifices you are currently making.,Emphasize Autonomy,True
"My role is just to help you explore your options, but the final decision of which path to take is entirely yours to make.",Emphasize Autonomy,True
"You have the ultimate veto power over any suggestion made in this room, as you are the expert on your own life.",Emphasize Autonomy,True
You are free to walk out of here and change absolutely nothing about your routine if that is what feels right to you.,Emphasize Autonomy,True
"It is your life to live, and you are the one who gets to define what success and happiness look like for you.",Emphasize Autonomy,True
"No matter what advice others give you, you are the one who has to live with the consequences of your choices, so the decision must be yours.",Emphasize Autonomy,True
"You can choose to accept things as they are, or you can take active steps to change them; either way, the power is yours.",Emphasize Autonomy,True
"At the end of the day, you are the one who decides what goes on your plate and how you want to fuel your body.",Emphasize Autonomy,True
Whether you choose to cut back on your drinking or keep things exactly as they are right now is entirely your call.,Emphasize Autonomy,True
"You are the driver here, so if you feel like pausing your studies to catch your breath, that is a choice only you can make.",Emphasize Autonomy,True
"It is your health and your life, so whether you decide to throw away that pack of cigarettes today or keep them is completely up to you.",Emphasize Autonomy,True
"You know your relationship better than anyone else, and only you can determine if staying or walking away is the right path for you.",Emphasize Autonomy,True
"I can share some strategies for managing work stress, but you are the expert on what actually fits into your daily routine.",Emphasize Autonomy,True
"No one can force you to make a change before you feel ready, and you get to decide when, or even if, that moment comes.",Emphasize Autonomy,True
"If trying this new meal plan feels like too much pressure right now, you have every right to put it on hold.",Emphasize Autonomy,True
"You are the only one who can weigh the pros and cons of your drinking habits and decide what steps, if any, you want to take next.",Emphasize Autonomy,True
Whether you want to push for that promotion or stay in your current role where you feel comfortable is a decision only you can make.,Emphasize Autonomy,True
"How you choose to set boundaries with your family is entirely under your control, and I will support whatever boundary you decide to set.",Emphasize Autonomy,True
"You are in complete control of how you manage your study time, and if you decide you need a break today, that is your prerogative.",Emphasize Autonomy,True
"I am here to support you, but I cannot make you quit smoking; that power lies entirely within your own hands.",Emphasize Autonomy,True
You have the ultimate veto power over any suggestion we discuss in this room.,Emphasize Autonomy,True
How you choose to manage your own stress levels when things get overwhelming is a personal decision that only you can navigate.,Emphasize Autonomy,True
"If going to the gym does not feel right for you right now, you get to decide what other ways, if any, you want to move your body.",Emphasize Autonomy,True
"You are the author of your own story, so you get to decide who gets to be a part of your life and who does not.",Emphasize Autonomy,True
"When you are out with friends, you are the one in control of your glass, and only you can decide when you have had enough.",Emphasize Autonomy,True
"It is your career, and if you decide that staying in this job is what works best for you right now, that is completely your choice to make.",Emphasize Autonomy,True
"You know your own limits and your own strengths, so you are the best person to decide how fast or slow you want to take this process.",Emphasize Autonomy,True
Whether you decide to cut back on your drinking or keep things as they are is entirely your call.,Emphasize Autonomy,True
You get to decide which foods actually fuel your body and make you feel good.,Emphasize Autonomy,True
Nobody can force you to put down that cigarette; the decision to quit belongs solely to you.,Emphasize Autonomy,True
You are the one who chooses who gets to be in your inner circle and how they treat you.,Emphasize Autonomy,True
"It is your future on the line, so you are the one who determines how much effort to put into your studies.",Emphasize Autonomy,True
Only you can decide if this job is worth the stress it is causing you.,Emphasize Autonomy,True
"You are the author of your own story, and you get to write the next chapter however you see fit.",Emphasize Autonomy,True
"If you want to keep drinking, that is your choice, and I am here to support you regardless of what you decide.",Emphasize Autonomy,True
"It is your body, and you have the absolute right to decide how you want to care for it.",Emphasize Autonomy,True
You have the power to walk away from any relationship that no longer serves your growth.,Emphasize Autonomy,True
"You get to define what success looks like for you, not your boss or your family.",Emphasize Autonomy,True
"I can share the facts with you, but you are the only one who can make the choice to stop smoking.",Emphasize Autonomy,True
You are in the driver's seat when it comes to managing your time and your academic goals.,Emphasize Autonomy,True
"No one else can live your life for you, so make the choices that feel right in your own heart.",Emphasize Autonomy,True
"We can explore options together, but the pace of this therapy is completely up to you.",Emphasize Autonomy,True
"When you are out with your friends, you are the one who decides whether to hold a glass or not.",Emphasize Autonomy,True
You are free to stay in this comfortable role or take the leap into a new career path whenever you feel ready.,Emphasize Autonomy,True
You are the ultimate expert on your own body and what it needs to feel healthy.,Emphasize Autonomy,True
"It is your boundary to set, and you get to decide how close you want to let them get.",Emphasize Autonomy,True
"You have the final say on what changes, if anything, you want to make in your life today.",Emphasize Autonomy,True
"At the end of the day, whether you decide to pour that drink or put it away is entirely your call.",Emphasize Autonomy,True
"You are the driver here, so you get to decide if this job is worth the stress or if it is time to move on.",Emphasize Autonomy,True
Nobody can force you to throw away that pack of cigarettes; that is a choice only you can make for yourself.,Emphasize Autonomy,True
"It is your body, and you are the one who decides what goes into it and how you want to take care of it.",Emphasize Autonomy,True
"You can't change how your partner reacts, but you have absolute control over how you choose to respond to them.",Emphasize Autonomy,True
"Whether you study tonight or take the night off is completely up to you, as you are the one who will live with the outcome.",Emphasize Autonomy,True
"I am here to guide you, but you are the expert on your own life and you hold the steering wheel.",Emphasize Autonomy,True
"If you decide that moderation is what you want to try first, that is your decision to make, not mine.",Emphasize Autonomy,True
"You get to set the boundaries in this friendship, and only you know where that line needs to be drawn.",Emphasize Autonomy,True
"You can choose to accept this heavy workload, or you can choose to say no; the power is in your hands.",Emphasize Autonomy,True
"If you are not ready to quit smoking today, that is okay, because you are the one who determines the timeline.",Emphasize Autonomy,True
"No doctor or trainer can make these lifestyle changes for you, it is your personal choice to take the first step.",Emphasize Autonomy,True
You have the ultimate say on whether pursuing this degree is truly worth your time and energy.,Emphasize Autonomy,True
It is completely your decision whether to give them another chance or to walk away for your own peace of mind.,Emphasize Autonomy,True
My opinion doesn't matter nearly as much as your own judgment about what is best for your future.,Emphasize Autonomy,True
"You can choose to keep things exactly as they are, or you can choose to change them; either way, the choice is yours.",Emphasize Autonomy,True
How you manage your time and where you direct your energy at the office is something only you can control.,Emphasize Autonomy,True
"You are the boss of your own recovery and your own nutrition, so you decide what pace feels right.",Emphasize Autonomy,True
"Even if everyone around you is pressuring you to quit, you are the only one who can actually make that commitment.",Emphasize Autonomy,True
"You know your mind better than anyone else, so you get to choose which strategies you want to try.",Emphasize Autonomy,True
Whether you decide to cut back on your drinking or keep things exactly as they are right now is entirely your call.,Emphasize Autonomy,True
You are the only one who can weigh the pros and cons of staying at this job versus taking the leap to start your own business.,Emphasize Autonomy,True
"I could give you a dozen reasons to quit smoking, but honestly, none of them matter unless you decide you want to make a change.",Emphasize Autonomy,True
"It is your body, and you get to choose which dietary changes feel manageable for you, if any at all.",Emphasize Autonomy,True
"No one else can live your life for you, so the decision to stay in this relationship or walk away belongs solely to you.",Emphasize Autonomy,True
"You can choose to put the effort into studying for this exam, or you can decide it's not a priority for you right now.",Emphasize Autonomy,True
"I am here to support you, but you are the boss when it comes to deciding how active you want to be.",Emphasize Autonomy,True
"Ultimately, you are the one who decides whether to take this medication, regardless of what the doctors suggest.",Emphasize Autonomy,True
"I can share some strategies with you, but you are the expert on your own life and you know what will work best for you.",Emphasize Autonomy,True
"If you feel like you aren't ready to give up gambling yet, that is your choice and I respect your right to make it.",Emphasize Autonomy,True
You are in control of how much boundary you want to set with your parents; no one can force you to speak to them if you don't want to.,Emphasize Autonomy,True
It is completely up to you to determine if cannabis is helping you cope or if it is getting in the way of your goals.,Emphasize Autonomy,True
You get to decide if getting more sleep is worth making changes to your evening routine.,Emphasize Autonomy,True
"At the end of the day, you are the one who has to live with your budget, so you get to decide where your money goes.",Emphasize Autonomy,True
"How you choose to react when you get angry is entirely in your hands, even when it feels like others are pushing your buttons.",Emphasize Autonomy,True
You have the ultimate power to decide when to put your phone down and how you want to spend your free time.,Emphasize Autonomy,True
"You are the driver here, and you can choose to pace yourself or push through the pain based on what your body is telling you.",Emphasize Autonomy,True
Only you can decide how to balance your coursework with your social life to find what feels right for you.,Emphasize Autonomy,True
"It is your future on the line, so you get to write the next chapter of your career exactly how you see fit.",Emphasize Autonomy,True
"I cannot make this choice for you, and honestly, I wouldn't want to because you are the one who has to live with the outcome.",Emphasize Autonomy,True
"Ultimately, you are the one who decides what goes on your plate.",Emphasize Autonomy,True
Whether you choose to pick up another cigarette or not is entirely your call.,Emphasize Autonomy,True
It is completely your decision to make regarding how much you want to drink tonight.,Emphasize Autonomy,True
"You are the boss of your career, and you get to decide if this job is still right for you.",Emphasize Autonomy,True
Only you can determine if staying in this relationship is the healthiest path for you.,Emphasize Autonomy,True
How much effort you put into studying this semester is really up to you.,Emphasize Autonomy,True
"You are the expert on your own life, so you get to choose the direction we take here.",Emphasize Autonomy,True
"You know your body best, and you have the final say on any changes to your diet.",Emphasize Autonomy,True
"I am here to support you, but the choice to cut back on drinking is yours alone.",Emphasize Autonomy,True
"It is your life, and you get to decide how you want to handle these family dynamics.",Emphasize Autonomy,True
"If you want to keep your work habits exactly as they are right now, that is your choice to make.",Emphasize Autonomy,True
"You have the power to decide when, or even if, you want to start a workout routine.",Emphasize Autonomy,True
"I can offer some ideas, but only you can decide what actually fits your lifestyle.",Emphasize Autonomy,True
"Stopping smoking is a deeply personal decision, and no one can force you into it.",Emphasize Autonomy,True
It is entirely up to you how you want to manage your study schedule this week.,Emphasize Autonomy,True
You have full control over how you want to handle your career path going forward.,Emphasize Autonomy,True
We can talk about this as much or as little as you want; you are in control of our sessions.,Emphasize Autonomy,True
"You get to write the next chapter of your recovery, whatever that looks like to you.",Emphasize Autonomy,True
You are in the driver's seat when it comes to making changes to your physical health.,Emphasize Autonomy,True
Nobody else can make the decision to set those boundaries with your partner but you.,Emphasize Autonomy,True
"Ultimately, the choice to have a drink tonight or stay sober is entirely your own.",Emphasize Autonomy,True
"Only you can decide what foods make your body feel best, and nobody else can make that choice for you.",Emphasize Autonomy,True
You are the one in the driver's seat when it comes to deciding if now is the right time to quit smoking.,Emphasize Autonomy,True
Whether you stay in this stressful job or look for something new is a decision only you can make.,Emphasize Autonomy,True
You have the power to decide how much of your energy you want to invest in this relationship.,Emphasize Autonomy,True
It is completely your call how much time you want to devote to studying for this exam.,Emphasize Autonomy,True
"I am here to support you, but you are the one who decides what your limits will be.",Emphasize Autonomy,True
"You get to decide what steps, if any, you are ready to take next.",Emphasize Autonomy,True
Nobody can force you to throw away that pack of cigarettes; that is a decision that rests solely with you.,Emphasize Autonomy,True
How you choose to respond to your partner's anger is entirely under your control.,Emphasize Autonomy,True
"You can choose to start this assignment today, or you can decide to wait, depending on what works best for you.",Emphasize Autonomy,True
You are the only one who can set the boundary between your work hours and your personal life.,Emphasize Autonomy,True
If and when you want to change your eating habits is a decision that belongs entirely to you.,Emphasize Autonomy,True
Only you can weigh the pros and cons and decide which path makes the most sense for your life.,Emphasize Autonomy,True
You have the ultimate say in how you want to write the next chapter of your life.,Emphasize Autonomy,True
You are in complete control of how you prioritize your own mental well-being today.,Emphasize Autonomy,True
Whether you forgive them or choose to walk away is a personal choice that only you can make.,Emphasize Autonomy,True
You get to decide which job offers are worth your time and which ones don't align with your goals.,Emphasize Autonomy,True
"It is your life, and you are the one who gets to decide what role alcohol plays in it.",Emphasize Autonomy,True
"You get to decide how to handle your cravings, because you know yourself better than anyone else does.",Emphasize Autonomy,True
"At the end of the day, you are the one who decides whether to pour that glass or leave it on the counter.",Emphasize Autonomy,True
You get to decide who deserves a place in your life and how much of your energy they receive.,Emphasize Autonomy,True
No nutrition plan can be forced on you; you are the one who chooses what fuels your body.,Emphasize Autonomy,True
Whether you decide to throw away the pack today or keep it in your pocket is entirely your call.,Emphasize Autonomy,True
"You are the author of your career path, and you get to decide if this job still fits the story you want to write.",Emphasize Autonomy,True
"How you manage your study hours is your decision, and you are in the driver's seat of your education.",Emphasize Autonomy,True
"I am here to guide you, but you hold the keys and decide which direction we actually drive.",Emphasize Autonomy,True
"You cannot control what others do, but you have absolute ownership over how you choose to respond.",Emphasize Autonomy,True
"Setting this boundary is a personal choice, and only you can determine when you are ready to enforce it.",Emphasize Autonomy,True
"Your physical health journey belongs to you, and you get to set the pace that feels right for your life.",Emphasize Autonomy,True
"If you decide that social drinking still has a place in your life, that is a choice only you can make.",Emphasize Autonomy,True
You have the ultimate say on whether to take the leap into a new career or stay where you feel safe.,Emphasize Autonomy,True
"No one can force you to change, and if you choose to keep things exactly as they are, that is your right.",Emphasize Autonomy,True
"It is your future on the line, so you get to decide how much effort you want to invest in this exam.",Emphasize Autonomy,True
"You know your relationship with smoking better than anyone, and only you can decide when it is time to say goodbye to it.",Emphasize Autonomy,True
"You get to define what a healthy body looks like for you, free from anyone else's expectations.",Emphasize Autonomy,True
How much distance you put between yourself and your family is a decision that rests solely in your hands.,Emphasize Autonomy,True
